id,fullName,firstName,lastName,position,teams
ae4acebd-edb5-4d20-bf69-f2d5151312ff,Theodore Cervantes,Theodore,Cervantes,pitcher,Millennials
81d7d022-19d6-427d-aafc-031fcb79b29e,Patty Fox,Patty,Fox,pitcher,Millennials
378c07b0-5645-44b5-869f-497d144c7b35,Fynn Doyle,Fynn,Doyle,pitcher,Millennials
9965eed5-086c-4977-9470-fe410f92d353,Bates Bentley,Bates,Bentley,pitcher,Millennials
18af933a-4afa-4cba-bda5-45160f3af99b,Felix Garbage,Felix,Garbage,pitcher,Millennials
338694b7-6256-4724-86b6-3884299a5d9e,PolkaDot Patterson,PolkaDot,Patterson,pitcher,Moist Talkers
e6502bc7-5b76-4939-9fb8-132057390b30,Greer Lott,Greer,Lott,pitcher,Moist Talkers
a691f2ba-9b69-41f8-892c-1acd42c336e4,Jenkins Good,Jenkins,Good,pitcher,Moist Talkers
d8742d68-8fce-4d52-9a49-f4e33bd2a6fc,Ortiz Morse,Ortiz,Morse,pitcher,Moist Talkers
9ba361a1-16d5-4f30-b590-fc4fc2fb53d2,Mooney Doctor,Mooney,Doctor,pitcher,Moist Talkers
1732e623-ffc2-40f0-87ba-fdcf97131f1f,Betsy Trombone,Betsy,Trombone,pitcher,Pies
9786b2c9-1205-4718-b0f7-fc000ce91106,Kevin Dudley,Kevin,Dudley,pitcher,Pies
b082ca6e-eb11-4eab-8d6a-30f8be522ec4,Nicholas Mora,Nicholas,Mora,pitcher,Pies
60026a9d-fc9a-4f5a-94fd-2225398fa3da,Bright Zimmerman,Bright,Zimmerman,pitcher,Pies
814bae61-071a-449b-981e-e7afc839d6d6,Ruslan Greatness,Ruslan,Greatness,pitcher,Pies
2ae8cbfc-2155-4647-9996-3f2591091baf,Forrest Bookbaby,Forrest,Bookbaby,pitcher,Shoe Thieves
f9c0d3cb-d8be-4f53-94c9-fc53bcbce520,Matteo Prestige,Matteo,Prestige,pitcher,Shoe Thieves
36786f44-9066-4028-98d9-4fa84465ab9e,Beasley Gloom,Beasley,Gloom,pitcher,Shoe Thieves
03f920cc-411f-44ef-ae66-98a44e883291,Cornelius Games,Cornelius,Games,pitcher,Shoe Thieves
5e4dfa16-f1b9-400f-b8ef-a1613c2b026a,Snyder Briggs,Snyder,Briggs,pitcher,Shoe Thieves
34267632-8c32-4a8b-b5e6-ce1568bb0639,Gunther O'Brian,Gunther,O'Brian,pitcher,Shoe Thieves
32551e28-3a40-47ae-aed1-ff5bc66be879,Math Velazquez,Math,Velazquez,pitcher,Spies
d2d76815-cbdc-4c4b-9c9e-32ebf2297cc7,Denzel Scott,Denzel,Scott,pitcher,Spies
3a8c52d7-4124-4a65-a20d-d51abcbe6540,Theodore Holloway,Theodore,Holloway,pitcher,Spies
30218684-7fa1-41a5-a3b3-5d9cd97dd36b,Jordan Hildebert,Jordan,Hildebert,pitcher,Spies
ceb8f8cd-80b2-47f0-b43e-4d885fa48aa4,Donia Bailey,Donia,Bailey,pitcher,Spies
b7ca8f3f-2fdc-477b-84f4-157f2802e9b5,Leach Herman,Leach,Herman,pitcher,Steaks
6b8d128f-ed51-496d-a965-6614476f8256,Orville Manco,Orville,Manco,pitcher,Steaks
740d5fef-d59f-4dac-9a75-739ec07f91cf,Conner Haley,Conner,Haley,pitcher,Steaks
042962c8-4d8b-44a6-b854-6ccef3d82716,Ronan Jaylee,Ronan,Jaylee,pitcher,Steaks
94baa9ac-ff96-4f56-a987-10358e917d91,Gabriel Griffith,Gabriel,Griffith,pitcher,Steaks
5703141c-25d9-46d0-b680-0cf9cfbf4777,Sandoval Crossing,Sandoval,Crossing,pitcher,Sunbeams
3d3be7b8-1cbf-450d-8503-fce0daf46cbf,Zack Sanders,Zack,Sanders,pitcher,Sunbeams
df4da81a-917b-434f-b309-f00423ee4967,Eugenia Bickle,Eugenia,Bickle,pitcher,Sunbeams
20fd71e7-4fa0-4132-9f47-06a314ed539a,Lars Taylor,Lars,Taylor,pitcher,Sunbeams
333067fd-c2b4-4045-a9a4-e87a8d0332d0,Miguel James,Miguel,James,pitcher,Sunbeams
773712f6-d76d-4caa-8a9b-56fe1d1a5a68,Natha Kath,Natha,Kath,pitcher,Tacos
0bb35615-63f2-4492-80ec-b6b322dc5450,Sexton Wheeler,Sexton,Wheeler,pitcher,Tacos
0d5300f6-0966-430f-903f-a4c2338abf00,Lee Davenport,Lee,Davenport,pitcher,Tacos
f741dc01-2bae-4459-bfc0-f97536193eea,Alejandro Leaf,Alejandro,Leaf,pitcher,Tacos
e16c3f28-eecd-4571-be1a-606bbac36b2b,Comfort Glover,Comfort,Glover,pitcher,Tacos
21d52455-6c2c-4ee4-8673-ab46b4b926b4,Emmett Owens,Emmett,Owens,pitcher,Tacos
9abe02fb-2b5a-432f-b0af-176be6bd62cf,Nagomi Meng,Nagomi,Meng,pitcher,Tigers
afc90398-b891-4cdf-9dea-af8a3a79d793,Yazmin Mason,Yazmin,Mason,pitcher,Tigers
2720559e-9173-4042-aaa0-d3852b72ab2e,Hiroto Wilcox,Hiroto,Wilcox,pitcher,Tigers
7aeb8e0b-f6fb-4a9e-bba2-335dada5f0a3,Dunlap Figueroa,Dunlap,Figueroa,pitcher,Tigers
b3e512df-c411-4100-9544-0ceadddb28cf,Famous Owens,Famous,Owens,pitcher,Tigers
316abea7-9890-4fb8-aaea-86b35e24d9be,Kennedy Rodgers,Kennedy,Rodgers,pitcher,Wild Wings
ad1e670a-f346-4bf7-a02f-a91649c41ccb,Stephanie Winters,Stephanie,Winters,pitcher,Wild Wings
7007cbd3-7c7b-44fd-9d6b-393e82b1c06e,Rafael Davids,Rafael,Davids,pitcher,Wild Wings
65273615-22d5-4df1-9a73-707b23e828d5,Burke Gonzales,Burke,Gonzales,pitcher,Wild Wings
089af518-e27c-4256-adc8-62e3f4b30f43,Silvia Rugrat,Silvia,Rugrat,pitcher,Wild Wings
